MeasureItem	Month	Year	Category	Area	MeasureItemID	Representativity	ProvidedValue	ProvidedValueCode
Monthly Domestic Values	1	2025	Export	AL	67	100	219.640310	
Monthly Domestic Values	2	2025	Export	AL	67	100	227.741030	
Monthly Domestic Values	3	2025	Export	AL	67	100	229.305700	
Monthly Domestic Values	4	2025	Export	AL	67	100	277.069900	
Monthly Domestic Values	5	2025	Export	AL	67	100	228.815560	
Monthly Domestic Values	6	2025	Export	AL	67	100	90.699640	
Monthly Domestic Values	7	2025	Export	AL	67	100	65.974390	
Monthly Domestic Values	8	2025	Export	AL	67	100	72.234610	
Monthly Domestic Values	9	2025	Export	AL	67	100	121.541080	
Monthly Domestic Values	10	2025	Export	AL	67	100	114.768444	
Monthly Domestic Values	11	2025	Export	AL	67	100	336.778305	
Monthly Domestic Values	12	2025	Export	AL	67	100	323.367058	
Monthly Domestic Values	1	2025	Import	AL	99	100	209.462190	
Monthly Domestic Values	2	2025	Import	AL	99	100	172.069450	
Monthly Domestic Values	3	2025	Import	AL	99	100	18.206690	
Monthly Domestic Values	4	2025	Import	AL	99	100	47.334000	
Monthly Domestic Values	5	2025	Import	AL	99	100	109.757280	
Monthly Domestic Values	6	2025	Import	AL	99	100	194.369980	
Monthly Domestic Values	7	2025	Import	AL	99	100	230.122850	
Monthly Domestic Values	8	2025	Import	AL	99	100	176.841600	
Monthly Domestic Values	9	2025	Import	AL	99	100	201.319050	
Monthly Domestic Values	10	2025	Import	AL	99	100	123.431874	
Monthly Domestic Values	11	2025	Import	AL	99	100	104.610465	
Monthly Domestic Values	12	2025	Import	AL	99	100	1.340220	
Monthly Domestic Values	2	2025	Export	AM	67	100	46.357870	
Monthly Domestic Values	3	2025	Export	AM	67	100	18.405020	
Monthly Domestic Values	5	2025	Export	AM	67	100	0.001010	
Monthly Domestic Values	6	2025	Export	AM	67	100	0.000020	
Monthly Domestic Values	7	2025	Export	AM	67	100	0.000110	
Monthly Domestic Values	8	2025	Export	AM	67	100	13.599270	
Monthly Domestic Values	9	2025	Export	AM	67	100	22.082950	
Monthly Domestic Values	11	2025	Export	AM	67	100	14.132198	
Monthly Domestic Values	12	2025	Export	AM	67	100	40.976413	
Monthly Domestic Values	1	2025	Import	AM	99	100	0.000000	
Monthly Domestic Values	2	2025	Import	AM	99	100	0.000000	
Monthly Domestic Values	3	2025	Import	AM	99	100	0.000000	
Monthly Domestic Values	4	2025	Import	AM	99	100	0.000000	
Monthly Domestic Values	5	2025	Import	AM	99	100	14.128980	
Monthly Domestic Values	6	2025	Import	AM	99	100	32.670950	
Monthly Domestic Values	7	2025	Import	AM	99	100	0.000000	
Monthly Domestic Values	8	2025	Import	AM	99	100	0.000000	
Monthly Domestic Values	9	2025	Import	AM	99	100	0.000000	
Monthly Domestic Values	10	2025	Import	AM	99	100	0.000000	
Monthly Domestic Values	11	2025	Import	AM	99	100	0.000000	
Monthly Domestic Values	12	2025	Import	AM	99	100	0.000000	
Monthly Domestic Values	1	2025	Biomass	AT	B01	100	196.0740000000000000	
Monthly Domestic Values	2	2025	Biomass	AT	B01	100	169.4780000000000000	
Monthly Domestic Values	3	2025	Biomass	AT	B01	100	187.3430000000000000	
Monthly Domestic Values	4	2025	Biomass	AT	B01	100	166.1540000000000000	
Monthly Domestic Values	5	2025	Biomass	AT	B01	100	175.1320000000000000	
Monthly Domestic Values	6	2025	Biomass	AT	B01	100	115.0230000000000000	
Monthly Domestic Values	7	2025	Biomass	AT	B01	100	100.1770000000000000	
Monthly Domestic Values	8	2025	Biomass	AT	B01	100	97.4610000000000000	
Monthly Domestic Values	9	2025	Biomass	AT	B01	100	136.4960000000000000	
Monthly Domestic Values	10	2025	Biomass	AT	B01	100	175.6280000000000000	
Monthly Domestic Values	11	2025	Biomass	AT	B01	100	171.8460000000000000	
Monthly Domestic Values	12	2025	Biomass	AT	B01	100	198.8730000000000000	
Monthly Domestic Values	1	2025	Consumption of Hydro Pumped Storage	AT	(B10)	100	266.17460000000000000000	
Monthly Domestic Values	2	2025	Consumption of Hydro Pumped Storage	AT	(B10)	100	176.74340000000000000000	
Monthly Domestic Values	3	2025	Consumption of Hydro Pumped Storage	AT	(B10)	100	257.84920000000000000000	
Monthly Domestic Values	4	2025	Consumption of Hydro Pumped Storage	AT	(B10)	100	250.15400000000000000000	
Monthly Domestic Values	5	2025	Consumption of Hydro Pumped Storage	AT	(B10)	100	391.96810000000000000000	
Monthly Domestic Values	6	2025	Consumption of Hydro Pumped Storage	AT	(B10)	100	387.56850000000000000000	
Monthly Domestic Values	7	2025	Consumption of Hydro Pumped Storage	AT	(B10)	100	315.42280000000000000000	
Monthly Domestic Values	8	2025	Consumption of Hydro Pumped Storage	AT	(B10)	100	333.27190000000000000000	
Monthly Domestic Values	9	2025	Consumption of Hydro Pumped Storage	AT	(B10)	100	170.52190000000000000000	
Monthly Domestic Values	10	2025	Consumption of Hydro Pumped Storage	AT	(B10)	100	204.29410000000000000000	
Monthly Domestic Values	11	2025	Consumption of Hydro Pumped Storage	AT	(B10)	100	151.26400000000000000000	
Monthly Domestic Values	12	2025	Consumption of Hydro Pumped Storage	AT	(B10)	100	175.30840000000000000000	
Monthly Domestic Values	1	2025	Export	AT	67	100	1395.811169	
Monthly Domestic Values	2	2025	Export	AT	67	100	1375.395851	
Monthly Domestic Values	3	2025	Export	AT	67	100	1066.180740	
Monthly Domestic Values	4	2025	Export	AT	67	100	1506.510587	
Monthly Domestic Values	5	2025	Export	AT	67	100	1426.736672	
Monthly Domestic Values	6	2025	Export	AT	67	100	1630.994251	
Monthly Domestic Values	7	2025	Export	AT	67	100	1786.875281	
Monthly Domestic Values	8	2025	Export	AT	67	100	1602.526333	
Monthly Domestic Values	9	2025	Export	AT	67	100	1054.089895	
Monthly Domestic Values	10	2025	Export	AT	67	100	1310.648858	
Monthly Domestic Values	11	2025	Export	AT	67	100	1131.461873	
Monthly Domestic Values	12	2025	Export	AT	67	100	1171.854343	
Monthly Domestic Values	1	2025	Fossil Gas	AT	B04	100	1614.4101000000000000	
Monthly Domestic Values	2	2025	Fossil Gas	AT	B04	100	1407.3288000000000000	
Monthly Domestic Values	3	2025	Fossil Gas	AT	B04	100	885.1270000000000000	
Monthly Domestic Values	4	2025	Fossil Gas	AT	B04	100	468.94710000000000000000	
Monthly Domestic Values	5	2025	Fossil Gas	AT	B04	100	26.25070000000000000000	
Monthly Domestic Values	6	2025	Fossil Gas	AT	B04	100	31.70350000000000000000	
Monthly Domestic Values	7	2025	Fossil Gas	AT	B04	100	49.26370000000000000000	
Monthly Domestic Values	8	2025	Fossil Gas	AT	B04	100	8.22450000000000000000	
Monthly Domestic Values	9	2025	Fossil Gas	AT	B04	100	120.15710000000000000000	
Monthly Domestic Values	10	2025	Fossil Gas	AT	B04	100	714.2405000000000000	
Monthly Domestic Values	11	2025	Fossil Gas	AT	B04	100	821.6976000000000000	
Monthly Domestic Values	12	2025	Fossil Gas	AT	B04	100	1169.0491000000000000	
Monthly Domestic Values	1	2025	Fossil Hard coal	AT	B05	100	0.00000000000000000000	
Monthly Domestic Values	2	2025	Fossil Hard coal	AT	B05	100	0.00000000000000000000	
Monthly Domestic Values	3	2025	Fossil Hard coal	AT	B05	100	0.00000000000000000000	
Monthly Domestic Values	4	2025	Fossil Hard coal	AT	B05	100	0.00000000000000000000	
Monthly Domestic Values	5	2025	Fossil Hard coal	AT	B05	100	0.00000000000000000000	
Monthly Domestic Values	6	2025	Fossil Hard coal	AT	B05	100	0.00000000000000000000	
Monthly Domestic Values	7	2025	Fossil Hard coal	AT	B05	100	0.00000000000000000000	
Monthly Domestic Values	8	2025	Fossil Hard coal	AT	B05	100	0.00000000000000000000	
Monthly Domestic Values	9	2025	Fossil Hard coal	AT	B05	100	0.00000000000000000000	
Monthly Domestic Values	10	2025	Fossil Hard coal	AT	B05	100	0.00000000000000000000	
Monthly Domestic Values	11	2025	Fossil Hard coal	AT	B05	100	0.00000000000000000000	
Monthly Domestic Values	12	2025	Fossil Hard coal	AT	B05	100	0.00000000000000000000	
Monthly Domestic Values	1	2025	Fossil Oil	AT	B06	100	0.00000000000000000000	
Monthly Domestic Values	2	2025	Fossil Oil	AT	B06	100	0.00000000000000000000	
Monthly Domestic Values	3	2025	Fossil Oil	AT	B06	100	0.00000000000000000000	
Monthly Domestic Values	4	2025	Fossil Oil	AT	B06	100	0.00000000000000000000	
Monthly Domestic Values	5	2025	Fossil Oil	AT	B06	100	0.00000000000000000000	
Monthly Domestic Values	6	2025	Fossil Oil	AT	B06	100	0.00000000000000000000	
Monthly Domestic Values	7	2025	Fossil Oil	AT	B06	100	0.00000000000000000000	
Monthly Domestic Values	8	2025	Fossil Oil	AT	B06	100	0.00000000000000000000	
Monthly Domestic Values	9	2025	Fossil Oil	AT	B06	100	0.00000000000000000000	
Monthly Domestic Values	10	2025	Fossil Oil	AT	B06	100	0.00000000000000000000	
Monthly Domestic Values	11	2025	Fossil Oil	AT	B06	100	0.00000000000000000000	
Monthly Domestic Values	12	2025	Fossil Oil	AT	B06	100	0.00000000000000000000	
Monthly Domestic Values	1	2025	Geothermal	AT	B09	100	0.05208000000000000000	
Monthly Domestic Values	2	2025	Geothermal	AT	B09	100	0.04704000000000000000	
Monthly Domestic Values	3	2025	Geothermal	AT	B09	100	0.05208000000000000000	
Monthly Domestic Values	4	2025	Geothermal	AT	B09	100	0.05040000000000000000	
Monthly Domestic Values	5	2025	Geothermal	AT	B09	100	0.05208000000000000000	
Monthly Domestic Values	6	2025	Geothermal	AT	B09	100	0.05040000000000000000	
Monthly Domestic Values	7	2025	Geothermal	AT	B09	100	0.05208000000000000000	
Monthly Domestic Values	8	2025	Geothermal	AT	B09	100	0.05208400000000000000	
Monthly Domestic Values	9	2025	Geothermal	AT	B09	100	0.05184000000000000000	
Monthly Domestic Values	10	2025	Geothermal	AT	B09	100	0.05356800000000000000	
Monthly Domestic Values	11	2025	Geothermal	AT	B09	100	0.05184000000000000000	
Monthly Domestic Values	12	2025	Geothermal	AT	B09	100	0.05356800000000000000	
Monthly Domestic Values	1	2025	Hydro Pumped Storage	AT	B10	100	479.87020000000000000000	
Monthly Domestic Values	2	2025	Hydro Pumped Storage	AT	B10	100	436.21800000000000000000	
Monthly Domestic Values	3	2025	Hydro Pumped Storage	AT	B10	100	393.69250000000000000000	
Monthly Domestic Values	4	2025	Hydro Pumped Storage	AT	B10	100	343.41130000000000000000	
Monthly Domestic Values	5	2025	Hydro Pumped Storage	AT	B10	100	418.01230000000000000000	
Monthly Domestic Values	6	2025	Hydro Pumped Storage	AT	B10	100	396.73710000000000000000	
Monthly Domestic Values	7	2025	Hydro Pumped Storage	AT	B10	100	328.37640000000000000000	
Monthly Domestic Values	8	2025	Hydro Pumped Storage	AT	B10	100	504.02190000000000000000	
Monthly Domestic Values	9	2025	Hydro Pumped Storage	AT	B10	100	428.19350000000000000000	
Monthly Domestic Values	10	2025	Hydro Pumped Storage	AT	B10	100	341.02180000000000000000	
Monthly Domestic Values	11	2025	Hydro Pumped Storage	AT	B10	100	330.92830000000000000000	
Monthly Domestic Values	12	2025	Hydro Pumped Storage	AT	B10	100	367.78250000000000000000	
Monthly Domestic Values	1	2025	Hydro Run-of-river and poundage	AT	B11	100	1635.5362000000000000	
Monthly Domestic Values	2	2025	Hydro Run-of-river and poundage	AT	B11	100	1362.4925000000000000	
Monthly Domestic Values	3	2025	Hydro Run-of-river and poundage	AT	B11	100	1447.4297000000000000	
Monthly Domestic Values	4	2025	Hydro Run-of-river and poundage	AT	B11	100	2086.1792000000000000	
Monthly Domestic Values	5	2025	Hydro Run-of-river and poundage	AT	B11	100	2554.8403000000000000	
Monthly Domestic Values	6	2025	Hydro Run-of-river and poundage	AT	B11	100	2475.5889000000000000	
Monthly Domestic Values	7	2025	Hydro Run-of-river and poundage	AT	B11	100	2832.7518000000000000	
Monthly Domestic Values	8	2025	Hydro Run-of-river and poundage	AT	B11	100	2575.3910000000000000	
Monthly Domestic Values	9	2025	Hydro Run-of-river and poundage	AT	B11	100	2029.4095000000000000	
Monthly Domestic Values	10	2025	Hydro Run-of-river and poundage	AT	B11	100	1843.5464000000000000	
Monthly Domestic Values	11	2025	Hydro Run-of-river and poundage	AT	B11	100	1741.2928000000000000	
Monthly Domestic Values	12	2025	Hydro Run-of-river and poundage	AT	B11	100	1533.1959000000000000	
Monthly Domestic Values	1	2025	Hydro Water Reservoir	AT	B12	100	263.1770000000000000	
Monthly Domestic Values	2	2025	Hydro Water Reservoir	AT	B12	100	250.3440000000000000	
Monthly Domestic Values	3	2025	Hydro Water Reservoir	AT	B12	100	169.2823000000000000	
Monthly Domestic Values	4	2025	Hydro Water Reservoir	AT	B12	100	209.0834000000000000	
Monthly Domestic Values	5	2025	Hydro Water Reservoir	AT	B12	100	326.1597000000000000	
Monthly Domestic Values	6	2025	Hydro Water Reservoir	AT	B12	100	401.3908000000000000	
Monthly Domestic Values	7	2025	Hydro Water Reservoir	AT	B12	100	472.3376000000000000	
Monthly Domestic Values	8	2025	Hydro Water Reservoir	AT	B12	100	490.7430000000000000	
Monthly Domestic Values	9	2025	Hydro Water Reservoir	AT	B12	100	346.0484000000000000	
Monthly Domestic Values	10	2025	Hydro Water Reservoir	AT	B12	100	251.6874000000000000	
Monthly Domestic Values	11	2025	Hydro Water Reservoir	AT	B12	100	196.5313000000000000	
Monthly Domestic Values	12	2025	Hydro Water Reservoir	AT	B12	100	181.0755000000000000	
Monthly Domestic Values	1	2025	Import	AT	99	100	2343.295980	
Monthly Domestic Values	2	2025	Import	AT	99	100	2194.567426	
Monthly Domestic Values	3	2025	Import	AT	99	100	1971.912345	
Monthly Domestic Values	4	2025	Import	AT	99	100	1316.270060	
Monthly Domestic Values	5	2025	Import	AT	99	100	1504.239427	
Monthly Domestic Values	6	2025	Import	AT	99	100	1337.477138	
Monthly Domestic Values	7	2025	Import	AT	99	100	1279.458566	
Monthly Domestic Values	8	2025	Import	AT	99	100	615.247060	
Monthly Domestic Values	9	2025	Import	AT	99	100	1153.032383	
Monthly Domestic Values	10	2025	Import	AT	99	100	1769.173558	
Monthly Domestic Values	11	2025	Import	AT	99	100	2374.543181	
Monthly Domestic Values	12	2025	Import	AT	99	100	2789.265177	
Monthly Domestic Values	1	2025	Other	AT	B20	100	16.3680000000000000	
Monthly Domestic Values	2	2025	Other	AT	B20	100	14.7840000000000000	
Monthly Domestic Values	3	2025	Other	AT	B20	100	16.3680000000000000	
Monthly Domestic Values	4	2025	Other	AT	B20	100	15.8400000000000000	
Monthly Domestic Values	5	2025	Other	AT	B20	100	16.3680000000000000	
Monthly Domestic Values	6	2025	Other	AT	B20	100	15.8400000000000000	
Monthly Domestic Values	7	2025	Other	AT	B20	100	16.3680000000000000	
Monthly Domestic Values	8	2025	Other	AT	B20	100	16.3680000000000000	
Monthly Domestic Values	9	2025	Other	AT	B20	100	15.8400000000000000	
Monthly Domestic Values	10	2025	Other	AT	B20	100	16.3680000000000000	
Monthly Domestic Values	11	2025	Other	AT	B20	100	15.8400000000000000	
Monthly Domestic Values	12	2025	Other	AT	B20	100	16.3680000000000000	
Monthly Domestic Values	1	2025	Other renewable	AT	B15	100	0.00000000000000000000	
Monthly Domestic Values	2	2025	Other renewable	AT	B15	100	0.00000000000000000000	
Monthly Domestic Values	3	2025	Other renewable	AT	B15	100	0.00000000000000000000	
Monthly Domestic Values	4	2025	Other renewable	AT	B15	100	0.00000000000000000000	
Monthly Domestic Values	5	2025	Other renewable	AT	B15	100	0.00000000000000000000	
Monthly Domestic Values	6	2025	Other renewable	AT	B15	100	0.00000000000000000000	
Monthly Domestic Values	7	2025	Other renewable	AT	B15	100	0.00000000000000000000	
Monthly Domestic Values	8	2025	Other renewable	AT	B15	100	0.00000000000000000000	
Monthly Domestic Values	9	2025	Other renewable	AT	B15	100	0.00000000000000000000	
Monthly Domestic Values	10	2025	Other renewable	AT	B15	100	0.00000000000000000000	
Monthly Domestic Values	11	2025	Other renewable	AT	B15	100	0.00000000000000000000	
Monthly Domestic Values	12	2025	Other renewable	AT	B15	100	0.00000000000000000000	
Monthly Domestic Values	1	2025	Solar	AT	B16	100	194.53500000000000000000	
Monthly Domestic Values	2	2025	Solar	AT	B16	100	287.01500000000000000000	
Monthly Domestic Values	3	2025	Solar	AT	B16	100	478.73200000000000000000	
Monthly Domestic Values	4	2025	Solar	AT	B16	100	638.33700000000000000000	
Monthly Domestic Values	5	2025	Solar	AT	B16	100	651.22500000000000000000	
Monthly Domestic Values	6	2025	Solar	AT	B16	100	867.19500000000000000000	
Monthly Domestic Values	7	2025	Solar	AT	B16	100	675.83900000000000000000	
Monthly Domestic Values	8	2025	Solar	AT	B16	100	782.72600000000000000000	
Monthly Domestic Values	9	2025	Solar	AT	B16	100	458.71900000000000000000	
Monthly Domestic Values	10	2025	Solar	AT	B16	100	331.00100000000000000000	
Monthly Domestic Values	11	2025	Solar	AT	B16	100	199.81900000000000000000	
Monthly Domestic Values	12	2025	Solar	AT	B16	100	100.30900000000000000000	
Monthly Domestic Values	1	2025	Waste	AT	B17	100	74.4000000000000000	
Monthly Domestic Values	2	2025	Waste	AT	B17	100	67.2000000000000000	
Monthly Domestic Values	3	2025	Waste	AT	B17	100	74.4000000000000000	
Monthly Domestic Values	4	2025	Waste	AT	B17	100	72.0000000000000000	
Monthly Domestic Values	5	2025	Waste	AT	B17	100	74.4000000000000000	
Monthly Domestic Values	6	2025	Waste	AT	B17	100	72.0000000000000000	
Monthly Domestic Values	7	2025	Waste	AT	B17	100	74.4000000000000000	
Monthly Domestic Values	8	2025	Waste	AT	B17	100	74.4000000000000000	
Monthly Domestic Values	9	2025	Waste	AT	B17	100	72.0000000000000000	
Monthly Domestic Values	10	2025	Waste	AT	B17	100	74.4000000000000000	
Monthly Domestic Values	11	2025	Waste	AT	B17	100	72.0000000000000000	
Monthly Domestic Values	12	2025	Waste	AT	B17	100	74.4000000000000000	
Monthly Domestic Values	1	2025	Wind Onshore	AT	B19	100	722.36700000000000000000	
Monthly Domestic Values	2	2025	Wind Onshore	AT	B19	100	614.18900000000000000000	
Monthly Domestic Values	3	2025	Wind Onshore	AT	B19	100	857.7620000000000000	
Monthly Domestic Values	4	2025	Wind Onshore	AT	B19	100	920.42600000000000000000	
Monthly Domestic Values	5	2025	Wind Onshore	AT	B19	100	561.3020000000000000	
Monthly Domestic Values	6	2025	Wind Onshore	AT	B19	100	575.39900000000000000000	
Monthly Domestic Values	7	2025	Wind Onshore	AT	B19	100	748.23900000000000000000	
Monthly Domestic Values	8	2025	Wind Onshore	AT	B19	100	535.04200000000000000000	
Monthly Domestic Values	9	2025	Wind Onshore	AT	B19	100	574.24300000000000000000	
Monthly Domestic Values	10	2025	Wind Onshore	AT	B19	100	1026.15100000000000000000	
Monthly Domestic Values	11	2025	Wind Onshore	AT	B19	100	784.96700000000000000000	
Monthly Domestic Values	12	2025	Wind Onshore	AT	B19	100	623.48200000000000000000	
Monthly Domestic Values	1	2025	Export	AZ	67	100	142.734820	
Monthly Domestic Values	2	2025	Export	AZ	67	100	130.637980	
Monthly Domestic Values	3	2025	Export	AZ	67	100	72.038360	
Monthly Domestic Values	4	2025	Export	AZ	67	100	119.098730	
Monthly Domestic Values	5	2025	Export	AZ	67	100	56.204380	
Monthly Domestic Values	6	2025	Export	AZ	67	100	103.936710	
Monthly Domestic Values	7	2025	Export	AZ	67	100	63.365390	
Monthly Domestic Values	8	2025	Export	AZ	67	100	2.435560	
Monthly Domestic Values	9	2025	Export	AZ	67	100	51.001570	
Monthly Domestic Values	10	2025	Export	AZ	67	100	59.187268	
Monthly Domestic Values	11	2025	Export	AZ	67	100	0.105705	
Monthly Domestic Values	12	2025	Export	AZ	67	100	44.420895	
Monthly Domestic Values	3	2025	Import	AZ	99	100	6.799400	
Monthly Domestic Values	5	2025	Import	AZ	99	100	12.454070	
Monthly Domestic Values	6	2025	Import	AZ	99	100	0.004230	
Monthly Domestic Values	7	2025	Import	AZ	99	100	12.176230	
Monthly Domestic Values	8	2025	Import	AZ	99	100	7.827640	
Monthly Domestic Values	9	2025	Import	AZ	99	100	2.931350	
Monthly Domestic Values	10	2025	Import	AZ	99	100	0.019268	
Monthly Domestic Values	11	2025	Import	AZ	99	100	0.124573	
Monthly Domestic Values	12	2025	Import	AZ	99	100	0.031217	
Monthly Domestic Values	1	2025	Export	BA	67	100	418.012240	
Monthly Domestic Values	2	2025	Export	BA	67	100	271.562620	
Monthly Domestic Values	3	2025	Export	BA	67	100	590.072950	
Monthly Domestic Values	4	2025	Export	BA	67	100	542.104400	
Monthly Domestic Values	5	2025	Export	BA	67	100	361.574500	
Monthly Domestic Values	6	2025	Export	BA	67	100	391.778130	
Monthly Domestic Values	7	2025	Export	BA	67	100	456.236880	
Monthly Domestic Values	8	2025	Export	BA	67	100	449.008170	
Monthly Domestic Values	9	2025	Export	BA	67	100	429.703630	
Monthly Domestic Values	10	2025	Export	BA	67	100	357.440806	
Monthly Domestic Values	11	2025	Export	BA	67	100	419.663847	
Monthly Domestic Values	12	2025	Export	BA	67	100	421.748999	
Monthly Domestic Values	1	2025	Fossil Brown coal/Lignite	BA	B02	100	836.8692800000000000	
Monthly Domestic Values	2	2025	Fossil Brown coal/Lignite	BA	B02	100	627.8291900000000000	
Monthly Domestic Values	3	2025	Fossil Brown coal/Lignite	BA	B02	100	625.4995500000000000	
Monthly Domestic Values	4	2025	Fossil Brown coal/Lignite	BA	B02	100	499.5049700000000000	
Monthly Domestic Values	5	2025	Fossil Brown coal/Lignite	BA	B02	100	389.8907800000000000	
Monthly Domestic Values	6	2025	Fossil Brown coal/Lignite	BA	B02	100	450.6872000000000000	
Monthly Domestic Values	7	2025	Fossil Brown coal/Lignite	BA	B02	100	460.0464400000000000	
Monthly Domestic Values	8	2025	Fossil Brown coal/Lignite	BA	B02	100	578.7904400000000000	
Monthly Domestic Values	9	2025	Fossil Brown coal/Lignite	BA	B02	100	553.4187700000000000	
Monthly Domestic Values	10	2025	Fossil Brown coal/Lignite	BA	B02	100	602.4726200000000000	
Monthly Domestic Values	11	2025	Fossil Brown coal/Lignite	BA	B02	100	627.8916500000000000	
Monthly Domestic Values	12	2025	Fossil Brown coal/Lignite	BA	B02	100	643.7074500000000000	
Monthly Domestic Values	1	2025	Hydro Pumped Storage	BA	B10	100	5.6863700000000000	
Monthly Domestic Values	2	2025	Hydro Pumped Storage	BA	B10	100	11.2014400000000000	
Monthly Domestic Values	3	2025	Hydro Pumped Storage	BA	B10	100	35.6513900000000000	
Monthly Domestic Values	4	2025	Hydro Pumped Storage	BA	B10	100	11.8839900000000000	
Monthly Domestic Values	5	2025	Hydro Pumped Storage	BA	B10	100	10.1677300000000000	
Monthly Domestic Values	6	2025	Hydro Pumped Storage	BA	B10	100	9.1270000000000000	
Monthly Domestic Values	7	2025	Hydro Pumped Storage	BA	B10	100	4.6205700000000000	
Monthly Domestic Values	8	2025	Hydro Pumped Storage	BA	B10	100	2.0872100000000000	
Monthly Domestic Values	9	2025	Hydro Pumped Storage	BA	B10	100	16.5667000000000000	
Monthly Domestic Values	10	2025	Hydro Pumped Storage	BA	B10	100	25.6240000000000000	
Monthly Domestic Values	11	2025	Hydro Pumped Storage	BA	B10	100	27.3064200000000000	
Monthly Domestic Values	12	2025	Hydro Pumped Storage	BA	B10	100	9.2582600000000000	
Monthly Domestic Values	1	2025	Hydro Run-of-river and poundage	BA	B11	100	62.4172500000000000	
Monthly Domestic Values	2	2025	Hydro Run-of-river and poundage	BA	B11	100	42.6962700000000000	
Monthly Domestic Values	3	2025	Hydro Run-of-river and poundage	BA	B11	100	88.2876900000000000	
Monthly Domestic Values	4	2025	Hydro Run-of-river and poundage	BA	B11	100	72.4182900000000000	
Monthly Domestic Values	5	2025	Hydro Run-of-river and poundage	BA	B11	100	47.9949700000000000	
Monthly Domestic Values	6	2025	Hydro Run-of-river and poundage	BA	B11	100	29.4019500000000000	
Monthly Domestic Values	7	2025	Hydro Run-of-river and poundage	BA	B11	100	24.0304700000000000	
Monthly Domestic Values	8	2025	Hydro Run-of-river and poundage	BA	B11	100	21.8263200000000000	
Monthly Domestic Values	9	2025	Hydro Run-of-river and poundage	BA	B11	100	23.7143800000000000	
Monthly Domestic Values	10	2025	Hydro Run-of-river and poundage	BA	B11	100	27.6611600000000000	
Monthly Domestic Values	11	2025	Hydro Run-of-river and poundage	BA	B11	100	49.9772500000000000	
Monthly Domestic Values	12	2025	Hydro Run-of-river and poundage	BA	B11	100	66.7453900000000000	
Monthly Domestic Values	1	2025	Hydro Water Reservoir	BA	B12	100	375.1829700000000000	
Monthly Domestic Values	2	2025	Hydro Water Reservoir	BA	B12	100	286.1745100000000000	
Monthly Domestic Values	3	2025	Hydro Water Reservoir	BA	B12	100	382.5263200000000000	
Monthly Domestic Values	4	2025	Hydro Water Reservoir	BA	B12	100	284.6261300000000000	
Monthly Domestic Values	5	2025	Hydro Water Reservoir	BA	B12	100	206.6286600000000000	
Monthly Domestic Values	6	2025	Hydro Water Reservoir	BA	B12	100	206.9348000000000000	
Monthly Domestic Values	7	2025	Hydro Water Reservoir	BA	B12	100	230.7308100000000000	
Monthly Domestic Values	8	2025	Hydro Water Reservoir	BA	B12	100	201.8656800000000000	
Monthly Domestic Values	9	2025	Hydro Water Reservoir	BA	B12	100	150.6362500000000000	
Monthly Domestic Values	10	2025	Hydro Water Reservoir	BA	B12	100	199.3990600000000000	
Monthly Domestic Values	11	2025	Hydro Water Reservoir	BA	B12	100	349.0520100000000000	
Monthly Domestic Values	12	2025	Hydro Water Reservoir	BA	B12	100	430.0023000000000000	
Monthly Domestic Values	1	2025	Import	BA	99	100	270.756570	
Monthly Domestic Values	2	2025	Import	BA	99	100	155.705150	
Monthly Domestic Values	3	2025	Import	BA	99	100	161.866500	
Monthly Domestic Values	4	2025	Import	BA	99	100	290.961390	
Monthly Domestic Values	5	2025	Import	BA	99	100	367.224540	
Monthly Domestic Values	6	2025	Import	BA	99	100	243.312590	
Monthly Domestic Values	7	2025	Import	BA	99	100	296.762680	
Monthly Domestic Values	8	2025	Import	BA	99	100	171.936700	
Monthly Domestic Values	9	2025	Import	BA	99	100	154.562880	
Monthly Domestic Values	10	2025	Import	BA	99	100	169.927850	
Monthly Domestic Values	11	2025	Import	BA	99	100	203.424034	
Monthly Domestic Values	12	2025	Import	BA	99	100	267.712915	
Monthly Domestic Values	1	2025	Other renewable	BA	B15	100	0.00000000000000000000	
Monthly Domestic Values	2	2025	Other renewable	BA	B15	100	0.00000000000000000000	
Monthly Domestic Values	3	2025	Other renewable	BA	B15	100	0.00000000000000000000	
Monthly Domestic Values	4	2025	Other renewable	BA	B15	100	0.00000000000000000000	
Monthly Domestic Values	5	2025	Other renewable	BA	B15	100	0.00000000000000000000	
Monthly Domestic Values	6	2025	Other renewable	BA	B15	100	0.00000000000000000000	
Monthly Domestic Values	7	2025	Other renewable	BA	B15	100	0.00000000000000000000	
Monthly Domestic Values	8	2025	Other renewable	BA	B15	100	0.00000000000000000000	
Monthly Domestic Values	9	2025	Other renewable	BA	B15	100	0.00000000000000000000	
Monthly Domestic Values	10	2025	Other renewable	BA	B15	100	0.00000000000000000000	
Monthly Domestic Values	11	2025	Other renewable	BA	B15	100	0.00000000000000000000	
Monthly Domestic Values	12	2025	Other renewable	BA	B15	100	0.00000000000000000000	
Monthly Domestic Values	1	2025	Solar	BA	B16	100	5.0434200000000000	
Monthly Domestic Values	2	2025	Solar	BA	B16	100	6.7704300000000000	
Monthly Domestic Values	3	2025	Solar	BA	B16	100	11.3203200000000000	
Monthly Domestic Values	4	2025	Solar	BA	B16	100	14.5159900000000000	
Monthly Domestic Values	5	2025	Solar	BA	B16	100	18.9790200000000000	
