MeasureItem	Month	Year	Category	Area	MeasureItemID	Representativity	ProvidedValue	ProvidedValueCode
Monthly Domestic Values	4	2025	Consumption of Other renewable	IT	(B15)	100	85.50775000000000000000	
Monthly Domestic Values	5	2025	Consumption of Other renewable	IT	(B15)	100	89.01500000000000000000	
Monthly Domestic Values	6	2025	Consumption of Other renewable	IT	(B15)	100	110.29900000000000000000	
Monthly Domestic Values	7	2025	Consumption of Other renewable	IT	(B15)	100	32.27925000000000000000	
Monthly Domestic Values	1	2025	Consumption of Solar	IT	(B16)	100	0.09575000000000000000	
Monthly Domestic Values	1	2025	Energy storage	IT	B25	100	36.95300000000000000000	
Monthly Domestic Values	2	2025	Energy storage	IT	B25	100	50.25675000000000000000	
Monthly Domestic Values	3	2025	Energy storage	IT	B25	100	87.90225000000000000000	
Monthly Domestic Values	4	2025	Energy storage	IT	B25	100	101.57550000000000000000	
Monthly Domestic Values	5	2025	Energy storage	IT	B25	100	111.85300000000000000000	
Monthly Domestic Values	6	2025	Energy storage	IT	B25	100	90.47375000000000000000	
Monthly Domestic Values	7	2025	Energy storage	IT	B25	100	98.60750000000000000000	
Monthly Domestic Values	8	2025	Energy storage	IT	B25	100	111.15775000000000000000	
Monthly Domestic Values	9	2025	Energy storage	IT	B25	100	157.74275000000000000000	
Monthly Domestic Values	10	2025	Energy storage	IT	B25	100	161.12025000000000000000	
Monthly Domestic Values	11	2025	Energy storage	IT	B25	100	144.09250000000000000000	
Monthly Domestic Values	12	2025	Energy storage	IT	B25	100	142.35550000000000000000	
Monthly Domestic Values	1	2025	Export	IT	67	100	241.317640	
Monthly Domestic Values	2	2025	Export	IT	67	100	233.244940	
Monthly Domestic Values	3	2025	Export	IT	67	100	179.632510	
Monthly Domestic Values	4	2025	Export	IT	67	100	239.257820	
Monthly Domestic Values	5	2025	Export	IT	67	100	269.206268	
Monthly Domestic Values	6	2025	Export	IT	67	100	199.541605	
Monthly Domestic Values	7	2025	Export	IT	67	100	291.052230	
Monthly Domestic Values	8	2025	Export	IT	67	100	38.273420	
Monthly Domestic Values	9	2025	Export	IT	67	100	167.839890	
Monthly Domestic Values	10	2025	Export	IT	67	100	264.218129	
Monthly Domestic Values	11	2025	Export	IT	67	100	268.022930	
Monthly Domestic Values	12	2025	Export	IT	67	100	327.478540	
Monthly Domestic Values	1	2025	Fossil Coal-derived gas	IT	B03	100	380.7005000000000000	
Monthly Domestic Values	2	2025	Fossil Coal-derived gas	IT	B03	100	288.1057500000000000	
Monthly Domestic Values	3	2025	Fossil Coal-derived gas	IT	B03	100	226.0030000000000000	
Monthly Domestic Values	4	2025	Fossil Coal-derived gas	IT	B03	100	374.0905000000000000	
Monthly Domestic Values	5	2025	Fossil Coal-derived gas	IT	B03	100	382.4857500000000000	
Monthly Domestic Values	6	2025	Fossil Coal-derived gas	IT	B03	100	358.2617500000000000	
Monthly Domestic Values	7	2025	Fossil Coal-derived gas	IT	B03	100	376.7407500000000000	
Monthly Domestic Values	8	2025	Fossil Coal-derived gas	IT	B03	100	383.0722500000000000	
Monthly Domestic Values	9	2025	Fossil Coal-derived gas	IT	B03	100	367.5207500000000000	
Monthly Domestic Values	10	2025	Fossil Coal-derived gas	IT	B03	100	382.2212500000000000	
Monthly Domestic Values	11	2025	Fossil Coal-derived gas	IT	B03	100	380.2515000000000000	
Monthly Domestic Values	12	2025	Fossil Coal-derived gas	IT	B03	100	362.9175000000000000	
Monthly Domestic Values	1	2025	Fossil Gas	IT	B04	100	10292.8830000000000000	
Monthly Domestic Values	2	2025	Fossil Gas	IT	B04	100	10490.2075000000000000	
Monthly Domestic Values	3	2025	Fossil Gas	IT	B04	100	8699.3967500000000000	
Monthly Domestic Values	4	2025	Fossil Gas	IT	B04	100	5533.7875000000000000	
Monthly Domestic Values	5	2025	Fossil Gas	IT	B04	100	4271.4297500000000000	
Monthly Domestic Values	6	2025	Fossil Gas	IT	B04	100	6977.2277500000000000	
Monthly Domestic Values	7	2025	Fossil Gas	IT	B04	100	8965.0560000000000000	
Monthly Domestic Values	8	2025	Fossil Gas	IT	B04	100	6974.2860000000000000	
Monthly Domestic Values	9	2025	Fossil Gas	IT	B04	100	8297.5875000000000000	
Monthly Domestic Values	10	2025	Fossil Gas	IT	B04	100	8443.8835000000000000	
Monthly Domestic Values	11	2025	Fossil Gas	IT	B04	100	10268.1852500000000000	
Monthly Domestic Values	12	2025	Fossil Gas	IT	B04	100	12278.0990000000000000	
Monthly Domestic Values	1	2025	Fossil Hard coal	IT	B05	100	268.4462500000000000	
Monthly Domestic Values	2	2025	Fossil Hard coal	IT	B05	100	281.9817500000000000	
Monthly Domestic Values	3	2025	Fossil Hard coal	IT	B05	100	259.5572500000000000	
Monthly Domestic Values	4	2025	Fossil Hard coal	IT	B05	100	237.6760000000000000	
Monthly Domestic Values	5	2025	Fossil Hard coal	IT	B05	100	239.1865000000000000	
Monthly Domestic Values	6	2025	Fossil Hard coal	IT	B05	100	240.2737500000000000	
Monthly Domestic Values	7	2025	Fossil Hard coal	IT	B05	100	220.8132500000000000	
Monthly Domestic Values	8	2025	Fossil Hard coal	IT	B05	100	257.0392500000000000	
Monthly Domestic Values	9	2025	Fossil Hard coal	IT	B05	100	328.0477500000000000	
Monthly Domestic Values	10	2025	Fossil Hard coal	IT	B05	100	245.1555000000000000	
Monthly Domestic Values	11	2025	Fossil Hard coal	IT	B05	100	355.7417500000000000	
Monthly Domestic Values	12	2025	Fossil Hard coal	IT	B05	100	241.8177500000000000	
Monthly Domestic Values	1	2025	Fossil Oil	IT	B06	100	11.1330000000000000	
Monthly Domestic Values	2	2025	Fossil Oil	IT	B06	100	10.1900000000000000	
Monthly Domestic Values	3	2025	Fossil Oil	IT	B06	100	20.4527500000000000	
Monthly Domestic Values	4	2025	Fossil Oil	IT	B06	100	9.0727500000000000	
Monthly Domestic Values	5	2025	Fossil Oil	IT	B06	100	11.0050000000000000	
Monthly Domestic Values	6	2025	Fossil Oil	IT	B06	100	50.8355000000000000	
Monthly Domestic Values	7	2025	Fossil Oil	IT	B06	100	174.6827500000000000	
Monthly Domestic Values	8	2025	Fossil Oil	IT	B06	100	114.9405000000000000	
Monthly Domestic Values	9	2025	Fossil Oil	IT	B06	100	65.2210000000000000	
Monthly Domestic Values	10	2025	Fossil Oil	IT	B06	100	70.7612500000000000	
Monthly Domestic Values	11	2025	Fossil Oil	IT	B06	100	34.2457500000000000	
Monthly Domestic Values	12	2025	Fossil Oil	IT	B06	100	8.6695000000000000	
Monthly Domestic Values	1	2025	Geothermal	IT	B09	100	54.4280000000000000	
Monthly Domestic Values	5	2025	Geothermal	IT	B09	100	28.8750000000000000	
Monthly Domestic Values	6	2025	Geothermal	IT	B09	100	423.9025000000000000	
Monthly Domestic Values	7	2025	Geothermal	IT	B09	100	97.5620000000000000	
Monthly Domestic Values	9	2025	Geothermal	IT	B09	100	385.7642500000000000	
Monthly Domestic Values	10	2025	Geothermal	IT	B09	100	284.7967500000000000	
Monthly Domestic Values	11	2025	Geothermal	IT	B09	100	14.3290000000000000	
Monthly Domestic Values	12	2025	Geothermal	IT	B09	100	14.3162500000000000	
Monthly Domestic Values	1	2025	Hydro Pumped Storage	IT	B10	100	184.16125000000000000000	
Monthly Domestic Values	2	2025	Hydro Pumped Storage	IT	B10	100	145.22725000000000000000	
Monthly Domestic Values	3	2025	Hydro Pumped Storage	IT	B10	100	237.14275000000000000000	
Monthly Domestic Values	4	2025	Hydro Pumped Storage	IT	B10	100	217.27250000000000000000	
Monthly Domestic Values	5	2025	Hydro Pumped Storage	IT	B10	100	296.74850000000000000000	
Monthly Domestic Values	6	2025	Hydro Pumped Storage	IT	B10	100	225.48950000000000000000	
Monthly Domestic Values	7	2025	Hydro Pumped Storage	IT	B10	100	261.02975000000000000000	
Monthly Domestic Values	8	2025	Hydro Pumped Storage	IT	B10	100	287.32200000000000000000	
Monthly Domestic Values	9	2025	Hydro Pumped Storage	IT	B10	100	205.42000000000000000000	
Monthly Domestic Values	10	2025	Hydro Pumped Storage	IT	B10	100	149.71275000000000000000	
Monthly Domestic Values	11	2025	Hydro Pumped Storage	IT	B10	100	109.0730000000000000	
Monthly Domestic Values	12	2025	Hydro Pumped Storage	IT	B10	100	85.4965000000000000	
Monthly Domestic Values	1	2025	Hydro Run-of-river and poundage	IT	B11	100	1682.7452500000000000	
Monthly Domestic Values	2	2025	Hydro Run-of-river and poundage	IT	B11	100	1467.1090000000000000	
Monthly Domestic Values	3	2025	Hydro Run-of-river and poundage	IT	B11	100	1686.5590000000000000	
Monthly Domestic Values	4	2025	Hydro Run-of-river and poundage	IT	B11	100	2408.5340000000000000	
Monthly Domestic Values	5	2025	Hydro Run-of-river and poundage	IT	B11	100	3440.2857500000000000	
Monthly Domestic Values	6	2025	Hydro Run-of-river and poundage	IT	B11	100	3153.1665000000000000	
Monthly Domestic Values	7	2025	Hydro Run-of-river and poundage	IT	B11	100	2539.1800000000000000	
Monthly Domestic Values	8	2025	Hydro Run-of-river and poundage	IT	B11	100	2156.5955000000000000	
Monthly Domestic Values	9	2025	Hydro Run-of-river and poundage	IT	B11	100	2207.6290000000000000	
Monthly Domestic Values	10	2025	Hydro Run-of-river and poundage	IT	B11	100	1651.8195000000000000	
Monthly Domestic Values	11	2025	Hydro Run-of-river and poundage	IT	B11	100	1631.2425000000000000	
Monthly Domestic Values	12	2025	Hydro Run-of-river and poundage	IT	B11	100	1370.6692500000000000	
Monthly Domestic Values	1	2025	Hydro Water Reservoir	IT	B12	100	440.3902500000000000	
Monthly Domestic Values	2	2025	Hydro Water Reservoir	IT	B12	100	320.6817500000000000	
Monthly Domestic Values	3	2025	Hydro Water Reservoir	IT	B12	100	288.8982500000000000	
Monthly Domestic Values	4	2025	Hydro Water Reservoir	IT	B12	100	343.8700000000000000	
Monthly Domestic Values	5	2025	Hydro Water Reservoir	IT	B12	100	474.3072500000000000	
Monthly Domestic Values	6	2025	Hydro Water Reservoir	IT	B12	100	519.5957500000000000	
Monthly Domestic Values	7	2025	Hydro Water Reservoir	IT	B12	100	541.7035000000000000	
Monthly Domestic Values	8	2025	Hydro Water Reservoir	IT	B12	100	474.0022500000000000	
Monthly Domestic Values	9	2025	Hydro Water Reservoir	IT	B12	100	402.7727500000000000	
Monthly Domestic Values	10	2025	Hydro Water Reservoir	IT	B12	100	308.6385000000000000	
Monthly Domestic Values	11	2025	Hydro Water Reservoir	IT	B12	100	301.3817500000000000	
Monthly Domestic Values	12	2025	Hydro Water Reservoir	IT	B12	100	247.5857500000000000	
Monthly Domestic Values	1	2025	Import	IT	99	100	5091.223325	
Monthly Domestic Values	2	2025	Import	IT	99	100	4363.823180	
Monthly Domestic Values	3	2025	Import	IT	99	100	4127.055080	
Monthly Domestic Values	4	2025	Import	IT	99	100	3652.103570	
Monthly Domestic Values	5	2025	Import	IT	99	100	3556.471055	
Monthly Domestic Values	6	2025	Import	IT	99	100	4535.571670	
Monthly Domestic Values	7	2025	Import	IT	99	100	4965.095205	
Monthly Domestic Values	8	2025	Import	IT	99	100	3082.201523	
Monthly Domestic Values	9	2025	Import	IT	99	100	3838.966235	
Monthly Domestic Values	10	2025	Import	IT	99	100	4152.621969	
Monthly Domestic Values	11	2025	Import	IT	99	100	4318.272640	
Monthly Domestic Values	12	2025	Import	IT	99	100	4147.838208	
Monthly Domestic Values	1	2025	Other	IT	B20	100	1391.7475000000000000	
Monthly Domestic Values	2	2025	Other	IT	B20	100	1230.2007500000000000	
Monthly Domestic Values	3	2025	Other	IT	B20	100	1324.6582500000000000	
Monthly Domestic Values	4	2025	Other	IT	B20	100	1237.5972500000000000	
Monthly Domestic Values	5	2025	Other	IT	B20	100	1275.7625000000000000	
Monthly Domestic Values	6	2025	Other	IT	B20	100	1134.0002500000000000	
Monthly Domestic Values	7	2025	Other	IT	B20	100	1133.0445000000000000	
Monthly Domestic Values	8	2025	Other	IT	B20	100	1151.2945000000000000	
Monthly Domestic Values	9	2025	Other	IT	B20	100	1130.2242500000000000	
Monthly Domestic Values	10	2025	Other	IT	B20	100	1240.5577500000000000	
Monthly Domestic Values	11	2025	Other	IT	B20	100	1296.2500000000000000	
Monthly Domestic Values	12	2025	Other	IT	B20	100	1516.0540000000000000	
Monthly Domestic Values	1	2025	Other renewable	IT	B15	100	36.95300000000000000000	
Monthly Domestic Values	2	2025	Other renewable	IT	B15	100	50.25675000000000000000	
Monthly Domestic Values	3	2025	Other renewable	IT	B15	100	81.31775000000000000000	
Monthly Domestic Values	4	2025	Other renewable	IT	B15	100	74.57100000000000000000	
Monthly Domestic Values	5	2025	Other renewable	IT	B15	100	78.59875000000000000000	
Monthly Domestic Values	6	2025	Other renewable	IT	B15	100	96.24700000000000000000	
Monthly Domestic Values	7	2025	Other renewable	IT	B15	100	25.85625000000000000000	
Monthly Domestic Values	1	2025	Solar	IT	B16	100	1112.99325000000000000000	
Monthly Domestic Values	2	2025	Solar	IT	B16	100	1522.28475000000000000000	
Monthly Domestic Values	3	2025	Solar	IT	B16	100	2604.26275000000000000000	
Monthly Domestic Values	4	2025	Solar	IT	B16	100	3442.95225000000000000000	
Monthly Domestic Values	5	2025	Solar	IT	B16	100	3911.16050000000000000000	
Monthly Domestic Values	6	2025	Solar	IT	B16	100	4398.08475000000000000000	
Monthly Domestic Values	7	2025	Solar	IT	B16	100	4263.54575000000000000000	
Monthly Domestic Values	8	2025	Solar	IT	B16	100	4036.92475000000000000000	
Monthly Domestic Values	9	2025	Solar	IT	B16	100	3193.53525000000000000000	
Monthly Domestic Values	10	2025	Solar	IT	B16	100	2477.63150000000000000000	
Monthly Domestic Values	11	2025	Solar	IT	B16	100	1661.98975000000000000000	
Monthly Domestic Values	12	2025	Solar	IT	B16	100	1341.83825000000000000000	
Monthly Domestic Values	1	2025	Waste	IT	B17	100	1.82625000000000000000	
Monthly Domestic Values	2	2025	Waste	IT	B17	100	3.28000000000000000000	
Monthly Domestic Values	3	2025	Waste	IT	B17	100	5.06075000000000000000	
Monthly Domestic Values	4	2025	Waste	IT	B17	100	4.94100000000000000000	
Monthly Domestic Values	5	2025	Waste	IT	B17	100	3.11300000000000000000	
Monthly Domestic Values	6	2025	Waste	IT	B17	100	3.53175000000000000000	
Monthly Domestic Values	7	2025	Waste	IT	B17	100	3.20425000000000000000	
Monthly Domestic Values	8	2025	Waste	IT	B17	100	3.47675000000000000000	
Monthly Domestic Values	9	2025	Waste	IT	B17	100	3.80600000000000000000	
Monthly Domestic Values	10	2025	Waste	IT	B17	100	2.66500000000000000000	
Monthly Domestic Values	11	2025	Waste	IT	B17	100	3.67050000000000000000	
Monthly Domestic Values	12	2025	Waste	IT	B17	100	5.23525000000000000000	
Monthly Domestic Values	1	2025	Wind Offshore	IT	B18	100	3.46500000000000000000	
Monthly Domestic Values	2	2025	Wind Offshore	IT	B18	100	3.06875000000000000000	
Monthly Domestic Values	3	2025	Wind Offshore	IT	B18	100	6.63775000000000000000	
Monthly Domestic Values	4	2025	Wind Offshore	IT	B18	100	5.60950000000000000000	
Monthly Domestic Values	5	2025	Wind Offshore	IT	B18	100	4.61100000000000000000	
Monthly Domestic Values	6	2025	Wind Offshore	IT	B18	100	2.16025000000000000000	
Monthly Domestic Values	7	2025	Wind Offshore	IT	B18	100	3.52650000000000000000	
Monthly Domestic Values	8	2025	Wind Offshore	IT	B18	100	2.55975000000000000000	
Monthly Domestic Values	9	2025	Wind Offshore	IT	B18	100	2.19625000000000000000	
Monthly Domestic Values	10	2025	Wind Offshore	IT	B18	100	5.87100000000000000000	
Monthly Domestic Values	11	2025	Wind Offshore	IT	B18	100	3.54450000000000000000	
Monthly Domestic Values	12	2025	Wind Offshore	IT	B18	100	4.45225000000000000000	
Monthly Domestic Values	1	2025	Wind Onshore	IT	B19	100	2558.9572500000000000	
Monthly Domestic Values	2	2025	Wind Onshore	IT	B19	100	1273.1600000000000000	
Monthly Domestic Values	3	2025	Wind Onshore	IT	B19	100	2228.4782500000000000	
Monthly Domestic Values	4	2025	Wind Onshore	IT	B19	100	1916.1855000000000000	
Monthly Domestic Values	5	2025	Wind Onshore	IT	B19	100	1862.8270000000000000	
Monthly Domestic Values	6	2025	Wind Onshore	IT	B19	100	1217.3265000000000000	
Monthly Domestic Values	7	2025	Wind Onshore	IT	B19	100	1822.1147500000000000	
Monthly Domestic Values	8	2025	Wind Onshore	IT	B19	100	1491.2325000000000000	
Monthly Domestic Values	9	2025	Wind Onshore	IT	B19	100	1243.1902500000000000	
Monthly Domestic Values	10	2025	Wind Onshore	IT	B19	100	2317.2340000000000000	
Monthly Domestic Values	11	2025	Wind Onshore	IT	B19	100	1799.8617500000000000	
Monthly Domestic Values	12	2025	Wind Onshore	IT	B19	100	1465.0335000000000000	
Monthly Domestic Values	1	2025	Biomass	LT	B01	100	15.9650675000000000	
Monthly Domestic Values	2	2025	Biomass	LT	B01	100	14.2018250000000000	
Monthly Domestic Values	3	2025	Biomass	LT	B01	100	15.23487500000000000000	
Monthly Domestic Values	4	2025	Biomass	LT	B01	100	14.1767900000000000	
Monthly Domestic Values	5	2025	Biomass	LT	B01	100	14.8899075000000000	
Monthly Domestic Values	6	2025	Biomass	LT	B01	100	12.1373250000000000	
Monthly Domestic Values	7	2025	Biomass	LT	B01	100	12.5289600000000000	
Monthly Domestic Values	8	2025	Biomass	LT	B01	100	14.0701975000000000	
Monthly Domestic Values	9	2025	Biomass	LT	B01	100	13.8030425000000000	
Monthly Domestic Values	10	2025	Biomass	LT	B01	100	14.4781544490000000	
Monthly Domestic Values	11	2025	Biomass	LT	B01	100	14.3999875810000000	
Monthly Domestic Values	12	2025	Biomass	LT	B01	100	14.9837916662500000	
Monthly Domestic Values	1	2025	Consumption of Hydro Pumped Storage	LT	(B10)	100	64.73687500000000000000	
Monthly Domestic Values	2	2025	Consumption of Hydro Pumped Storage	LT	(B10)	100	49.16945500000000000000	
Monthly Domestic Values	3	2025	Consumption of Hydro Pumped Storage	LT	(B10)	100	49.48516750000000000000	
Monthly Domestic Values	4	2025	Consumption of Hydro Pumped Storage	LT	(B10)	100	46.03518250000000000000	
Monthly Domestic Values	5	2025	Consumption of Hydro Pumped Storage	LT	(B10)	100	74.70424250000000000000	
Monthly Domestic Values	6	2025	Consumption of Hydro Pumped Storage	LT	(B10)	100	74.32658000000000000000	
Monthly Domestic Values	7	2025	Consumption of Hydro Pumped Storage	LT	(B10)	100	35.84951500000000000000	
Monthly Domestic Values	8	2025	Consumption of Hydro Pumped Storage	LT	(B10)	100	56.39152750000000000000	
Monthly Domestic Values	9	2025	Consumption of Hydro Pumped Storage	LT	(B10)	100	54.38244500000000000000	
Monthly Domestic Values	10	2025	Consumption of Hydro Pumped Storage	LT	(B10)	100	35.44202128400000000000	
Monthly Domestic Values	11	2025	Consumption of Hydro Pumped Storage	LT	(B10)	100	42.92038312825000000000	
Monthly Domestic Values	12	2025	Consumption of Hydro Pumped Storage	LT	(B10)	100	55.60731397900000000000	
Monthly Domestic Values	3	2025	Energy storage	LT	B25	100	0.06542250000000000000	
Monthly Domestic Values	4	2025	Energy storage	LT	B25	100	1.09665500000000000000	
Monthly Domestic Values	5	2025	Energy storage	LT	B25	100	0.67661750000000000000	
Monthly Domestic Values	6	2025	Energy storage	LT	B25	100	1.14062250000000000000	
Monthly Domestic Values	7	2025	Energy storage	LT	B25	100	1.24578250000000000000	
Monthly Domestic Values	8	2025	Energy storage	LT	B25	100	1.59071500000000000000	
Monthly Domestic Values	9	2025	Energy storage	LT	B25	100	1.68811500000000000000	
Monthly Domestic Values	10	2025	Energy storage	LT	B25	100	1.23105487200000000000	
Monthly Domestic Values	11	2025	Energy storage	LT	B25	100	0.61417971000000000000	
Monthly Domestic Values	12	2025	Energy storage	LT	B25	100	1.79295115900000000000	
Monthly Domestic Values	1	2025	Export	LT	67	100	178.827980	
Monthly Domestic Values	2	2025	Export	LT	67	100	78.862810	
Monthly Domestic Values	3	2025	Export	LT	67	100	212.775745	
Monthly Domestic Values	4	2025	Export	LT	67	100	287.781745	
Monthly Domestic Values	5	2025	Export	LT	67	100	254.381555	
Monthly Domestic Values	6	2025	Export	LT	67	100	238.649830	
Monthly Domestic Values	7	2025	Export	LT	67	100	175.490585	
Monthly Domestic Values	8	2025	Export	LT	67	100	171.650790	
Monthly Domestic Values	9	2025	Export	LT	67	100	146.987170	
Monthly Domestic Values	10	2025	Export	LT	67	100	126.776148	
Monthly Domestic Values	11	2025	Export	LT	67	100	76.132426	
Monthly Domestic Values	12	2025	Export	LT	67	100	140.117182	
Monthly Domestic Values	1	2025	Fossil Gas	LT	B04	100	202.7194825000000000	
Monthly Domestic Values	2	2025	Fossil Gas	LT	B04	100	218.9858800000000000	
Monthly Domestic Values	3	2025	Fossil Gas	LT	B04	100	160.2514150000000000	
Monthly Domestic Values	4	2025	Fossil Gas	LT	B04	100	183.6565800000000000	
Monthly Domestic Values	5	2025	Fossil Gas	LT	B04	100	192.50402750000000000000	
Monthly Domestic Values	6	2025	Fossil Gas	LT	B04	100	6.63766750000000000000	
Monthly Domestic Values	7	2025	Fossil Gas	LT	B04	100	77.91689750000000000000	
Monthly Domestic Values	8	2025	Fossil Gas	LT	B04	100	62.35213500000000000000	
Monthly Domestic Values	9	2025	Fossil Gas	LT	B04	100	87.91065000000000000000	
Monthly Domestic Values	10	2025	Fossil Gas	LT	B04	100	140.3149896902500000	
Monthly Domestic Values	11	2025	Fossil Gas	LT	B04	100	45.7635050945000000	
Monthly Domestic Values	12	2025	Fossil Gas	LT	B04	100	57.1859876682500000	
Monthly Domestic Values	1	2025	Hydro Pumped Storage	LT	B10	100	50.49226750000000000000	
Monthly Domestic Values	2	2025	Hydro Pumped Storage	LT	B10	100	35.36992000000000000000	
Monthly Domestic Values	3	2025	Hydro Pumped Storage	LT	B10	100	34.94473500000000000000	
Monthly Domestic Values	4	2025	Hydro Pumped Storage	LT	B10	100	36.25548250000000000000	
Monthly Domestic Values	5	2025	Hydro Pumped Storage	LT	B10	100	56.67713000000000000000	
Monthly Domestic Values	6	2025	Hydro Pumped Storage	LT	B10	100	52.64416750000000000000	
Monthly Domestic Values	7	2025	Hydro Pumped Storage	LT	B10	100	28.07953250000000000000	
Monthly Domestic Values	8	2025	Hydro Pumped Storage	LT	B10	100	42.83705750000000000000	
Monthly Domestic Values	9	2025	Hydro Pumped Storage	LT	B10	100	39.45711000000000000000	
Monthly Domestic Values	10	2025	Hydro Pumped Storage	LT	B10	100	28.08695335425000000000	
Monthly Domestic Values	11	2025	Hydro Pumped Storage	LT	B10	100	33.62078747800000000000	
Monthly Domestic Values	12	2025	Hydro Pumped Storage	LT	B10	100	41.594794939250000000000000	
Monthly Domestic Values	1	2025	Hydro Run-of-river and poundage	LT	B11	100	29.4199925000000000	
Monthly Domestic Values	2	2025	Hydro Run-of-river and poundage	LT	B11	100	20.5702400000000000	
Monthly Domestic Values	3	2025	Hydro Run-of-river and poundage	LT	B11	100	28.1429600000000000	
Monthly Domestic Values	4	2025	Hydro Run-of-river and poundage	LT	B11	100	24.1538475000000000	
Monthly Domestic Values	5	2025	Hydro Run-of-river and poundage	LT	B11	100	20.2343525000000000	
Monthly Domestic Values	6	2025	Hydro Run-of-river and poundage	LT	B11	100	21.6974450000000000	
Monthly Domestic Values	7	2025	Hydro Run-of-river and poundage	LT	B11	100	19.1365600000000000	
Monthly Domestic Values	8	2025	Hydro Run-of-river and poundage	LT	B11	100	25.0033875000000000	
Monthly Domestic Values	9	2025	Hydro Run-of-river and poundage	LT	B11	100	14.47181750000000000000	
Monthly Domestic Values	10	2025	Hydro Run-of-river and poundage	LT	B11	100	20.2279011942500000	
Monthly Domestic Values	11	2025	Hydro Run-of-river and poundage	LT	B11	100	28.92187035200000000000	
Monthly Domestic Values	12	2025	Hydro Run-of-river and poundage	LT	B11	100	32.24265656025000000000	
Monthly Domestic Values	1	2025	Import	LT	99	100	591.799455	
Monthly Domestic Values	2	2025	Import	LT	99	100	546.132390	
Monthly Domestic Values	3	2025	Import	LT	99	100	457.830895	
Monthly Domestic Values	4	2025	Import	LT	99	100	353.084825	
Monthly Domestic Values	5	2025	Import	LT	99	100	395.373020	
Monthly Domestic Values	6	2025	Import	LT	99	100	368.660400	
Monthly Domestic Values	7	2025	Import	LT	99	100	518.385825	
Monthly Domestic Values	8	2025	Import	LT	99	100	480.602705	
Monthly Domestic Values	9	2025	Import	LT	99	100	459.381575	
Monthly Domestic Values	10	2025	Import	LT	99	100	435.744266	
Monthly Domestic Values	11	2025	Import	LT	99	100	689.037000	
Monthly Domestic Values	12	2025	Import	LT	99	100	590.750760	
Monthly Domestic Values	1	2025	Other	LT	B20	100	34.3855275000000000	
Monthly Domestic Values	2	2025	Other	LT	B20	100	53.3940000000000000	
Monthly Domestic Values	3	2025	Other	LT	B20	100	37.6316250000000000	
Monthly Domestic Values	4	2025	Other	LT	B20	100	32.6883350000000000	
Monthly Domestic Values	5	2025	Other	LT	B20	100	25.5676900000000000	
Monthly Domestic Values	6	2025	Other	LT	B20	100	35.8490725000000000	
Monthly Domestic Values	7	2025	Other	LT	B20	100	40.3888850000000000	
Monthly Domestic Values	8	2025	Other	LT	B20	100	34.9181275000000000	
Monthly Domestic Values	9	2025	Other	LT	B20	100	31.6199250000000000	
Monthly Domestic Values	10	2025	Other	LT	B20	100	36.9516063675000000	
Monthly Domestic Values	11	2025	Other	LT	B20	100	38.5376309212500000	
Monthly Domestic Values	12	2025	Other	LT	B20	100	38.2575446672500000	
Monthly Domestic Values	1	2025	Solar	LT	B16	100	18.81005250000000000000	
Monthly Domestic Values	2	2025	Solar	LT	B16	100	41.34439000000000000000	
Monthly Domestic Values	3	2025	Solar	LT	B16	100	112.45245750000000000000	
Monthly Domestic Values	4	2025	Solar	LT	B16	100	206.75404500000000000000	
Monthly Domestic Values	5	2025	Solar	LT	B16	100	251.88140000000000000000	
Monthly Domestic Values	6	2025	Solar	LT	B16	100	272.68864000000000000000	
Monthly Domestic Values	7	2025	Solar	LT	B16	100	246.74583500000000000000	
Monthly Domestic Values	8	2025	Solar	LT	B16	100	211.38869250000000000000	
Monthly Domestic Values	9	2025	Solar	LT	B16	100	160.45248750000000000000	
Monthly Domestic Values	10	2025	Solar	LT	B16	100	85.440161344500000000000000	
Monthly Domestic Values	11	2025	Solar	LT	B16	100	25.885943321750000000000000	
Monthly Domestic Values	12	2025	Solar	LT	B16	100	9.390082172750000000000000	
Monthly Domestic Values	1	2025	Waste	LT	B17	100	79.0663325000000000	
Monthly Domestic Values	2	2025	Waste	LT	B17	100	70.7364125000000000	
Monthly Domestic Values	3	2025	Waste	LT	B17	100	73.4276850000000000	
Monthly Domestic Values	4	2025	Waste	LT	B17	100	72.2694325000000000	
Monthly Domestic Values	5	2025	Waste	LT	B17	100	71.0240100000000000	
Monthly Domestic Values	6	2025	Waste	LT	B17	100	34.2397050000000000	
Monthly Domestic Values	7	2025	Waste	LT	B17	100	29.5521850000000000	
Monthly Domestic Values	8	2025	Waste	LT	B17	100	43.4127650000000000	
Monthly Domestic Values	9	2025	Waste	LT	B17	100	41.1506175000000000	
Monthly Domestic Values	10	2025	Waste	LT	B17	100	56.1201921540000000	
Monthly Domestic Values	11	2025	Waste	LT	B17	100	76.4895584530000000	
Monthly Domestic Values	12	2025	Waste	LT	B17	100	76.7403131275000000	
Monthly Domestic Values	1	2025	Wind Onshore	LT	B19	100	429.30360000000000000000	
Monthly Domestic Values	2	2025	Wind Onshore	LT	B19	100	210.03270500000000000000	
Monthly Domestic Values	3	2025	Wind Onshore	LT	B19	100	377.11812000000000000000	
Monthly Domestic Values	4	2025	Wind Onshore	LT	B19	100	325.57374500000000000000	
Monthly Domestic Values	5	2025	Wind Onshore	LT	B19	100	243.56472250000000000000	
